"No.","Time","Source","Destination","Protocol","Length","Info"
"404","12.075858","2.2.1","host","USBMS","40",""
"405","12.075862","host","2.2.2","USBMS","58","SCSI Read Capacity(10) LUN: 0x00 "
"406","12.075880","2.2.2","host","USB","27","URB_BULK out"
"407","12.075882","host","2.2.1","USB","27","URB_BULK in"
"408","12.076074","2.2.1","host","USBMS","35",""
"409","12.076076","host","2.2.1","USB","27","URB_BULK in"
"410","12.076121","2.2.1","host","USBMS","40",""
"411","12.076124","host","2.2.2","USBMS","58","SCSI Read Capacity(10) LUN: 0x00 "
"412","12.076170","2.2.2","host","USB","27","URB_BULK out"
"413","12.076171","host","2.2.1","USB","27","URB_BULK in"
"414","12.076275","2.2.1","host","USBMS","35",""
"415","12.076276","host","2.2.1","USB","27","URB_BULK in"
"416","12.076321","2.2.1","host","USBMS","40",""
"417","12.076326","host","2.2.2","USBMS","58","SCSI Test Unit Ready LUN: 0x00 "
"418","12.076338","2.2.2","host","USB","27","URB_BULK out"
"419","12.076339","host","2.2.1","USB","27","URB_BULK in"
"420","12.076462","2.2.1","host","USBMS","40",""
"421","12.076466","host","2.2.2","USBMS","58","SCSI Read Capacity(10) LUN: 0x00 "
"422","12.076510","2.2.2","host","USB","27","URB_BULK out"
"423","12.076511","host","2.2.1","USB","27","URB_BULK in"
"424","12.076653","2.2.1","host","USBMS","35",""
"425","12.076654","host","2.2.1","USB","27","URB_BULK in"
"426","12.076701","2.2.1","host","USBMS","40",""
"427","12.076705","host","2.2.2","USBMS","58","SCSI Mode Sense(10) LUN: 0x00 "
"428","12.076717","2.2.2","host","USB","27","URB_BULK out"
"429","12.076718","host","2.2.1","USB","27","URB_BULK in"
"430","12.076839","2.2.1","host","USBMS","79",""
"431","12.076840","host","2.2.1","USB","27","URB_BULK in"
"432","12.076902","2.2.1","host","USB","27","URB_BULK in"
"433","12.076908","host","2.2.1","USB","27","URB_FUNCTION_SYNC_RESET_PIPE_AND_CLEAR_STALL"
"434","12.077071","2.2.1","host","USB","27","URB_FUNCTION_SYNC_RESET_PIPE_AND_CLEAR_STALL"
"435","12.077073","host","2.2.1","USB","27","URB_BULK in"
"436","12.077113","2.2.1","host","USBMS","40",""
"437","12.077117","host","2.2.2","USBMS","58","SCSI Read Capacity(10) LUN: 0x00 "
"438","12.077133","2.2.2","host","USB","27","URB_BULK out"
"439","12.077134","host","2.2.1","USB","27","URB_BULK in"
"440","12.077304","2.2.1","host","USBMS","35",""
"441","12.077306","host","2.2.1","USB","27","URB_BULK in"
"442","12.077348","2.2.1","host","USBMS","40",""
"443","12.077367","host","2.2.2","USBMS","58","SCSI Read(10) LUN: 0x00 512 bytes (1 blocks) at LBA: 0x00000002 "
"444","12.077384","2.2.2","host","USB","27","URB_BULK out"
"445","12.077385","host","2.2.1","USB","27","URB_BULK in"
"446","12.078039","2.2.1","host","USBMS","539",""
"447","12.078041","host","2.2.1","USB","27","URB_BULK in"
"448","12.078086","2.2.1","host","USBMS","40",""
"449","12.078386","host","2.2.2","USBMS","58","SCSI Test Unit Ready LUN: 0x00 "
"450","12.078409","2.2.2","host","USB","27","URB_BULK out"
"451","12.078410","host","2.2.1","USB","27","URB_BULK in"
"452","12.083483","2.2.1","host","USBMS","40",""
"453","12.083527","host","2.2.2","USBMS","58","SCSI Mode Sense(10) LUN: 0x00 "
"454","12.083548","2.2.2","host","USB","27","URB_BULK out"
"455","12.083550","host","2.2.1","USB","27","URB_BULK in"
"456","12.083681","2.2.1","host","USBMS","79",""
"457","12.083682","host","2.2.1","USB","27","URB_BULK in"
"458","12.083738","2.2.1","host","USB","27","URB_BULK in"
"459","12.083746","host","2.2.1","USB","27","URB_FUNCTION_SYNC_RESET_PIPE_AND_CLEAR_STALL"
"460","12.083938","2.2.1","host","USB","27","URB_FUNCTION_SYNC_RESET_PIPE_AND_CLEAR_STALL"
"461","12.083940","host","2.2.1","USB","27","URB_BULK in"
"462","12.083957","2.2.1","host","USBMS","40",""
"463","12.083978","host","2.2.2","USBMS","58","SCSI Test Unit Ready LUN: 0x00 "
"464","12.084007","2.2.2","host","USB","27","URB_BULK out"
"465","12.084008","host","2.2.1","USB","27","URB_BULK in"
"466","12.084148","2.2.1","host","USBMS","40",""
"467","12.084171","host","2.2.2","USBMS","58","SCSI Read Capacity(10) LUN: 0x00 "
"468","12.084202","2.2.2","host","USB","27","URB_BULK out"
"469","12.084203","host","2.2.1","USB","27","URB_BULK in"
"470","12.084316","2.2.1","host","USBMS","35",""
"471","12.084317","host","2.2.1","USB","27","URB_BULK in"
"472","12.084365","2.2.1","host","USBMS","40",""
"473","12.084383","host","2.2.2","USBMS","58","SCSI Read Capacity(10) LUN: 0x00 "
"474","12.084403","2.2.2","host","USB","27","URB_BULK out"
"475","12.084404","host","2.2.1","USB","27","URB_BULK in"
"476","12.084531","2.2.1","host","USBMS","35",""
"477","12.084533","host","2.2.1","USB","27","URB_BULK in"
"478","12.084579","2.2.1","host","USBMS","40",""
"479","12.085021","host","2.2.2","USBMS","58","SCSI Read Capacity(10) LUN: 0x00 "
"480","12.085043","2.2.2","host","USB","27","URB_BULK out"
"481","12.085044","host","2.2.1","USB","27","URB_BULK in"
"482","12.085164","2.2.1","host","USBMS","35",""
"483","12.085165","host","2.2.1","USB","27","URB_BULK in"
"484","12.085212","2.2.1","host","USBMS","40",""
"485","12.085257","host","2.2.2","USBMS","58","SCSI Mode Sense(10) LUN: 0x00 "
"486","12.085276","2.2.2","host","USB","27","URB_BULK out"
"487","12.085277","host","2.2.1","USB","27","URB_BULK in"
"488","12.085402","2.2.1","host","USBMS","79",""
"489","12.085404","host","2.2.1","USB","27","URB_BULK in"
"490","12.085453","2.2.1","host","USB","27","URB_BULK in"
"491","12.085461","host","2.2.1","USB","27","URB_FUNCTION_SYNC_RESET_PIPE_AND_CLEAR_STALL"
"492","12.085687","2.2.1","host","USB","27","URB_FUNCTION_SYNC_RESET_PIPE_AND_CLEAR_STALL"
"493","12.085689","host","2.2.1","USB","27","URB_BULK in"
"494","12.085707","2.2.1","host","USBMS","40",""
"495","12.117484","host","2.2.2","USBMS","58","SCSI Mode Sense(10) LUN: 0x00 "
"496","12.117539","2.2.2","host","USB","27","URB_BULK out"
"497","12.117540","host","2.2.1","USB","27","URB_BULK in"
"498","12.117669","2.2.1","host","USBMS","79",""
"499","12.117671","host","2.2.1","USB","27","URB_BULK in"
"500","12.117728","2.2.1","host","USB","27","URB_BULK in"
"501","12.117737","host","2.2.1","USB","27","URB_FUNCTION_SYNC_RESET_PIPE_AND_CLEAR_STALL"
"502","12.117949","2.2.1","host","USB","27","URB_FUNCTION_SYNC_RESET_PIPE_AND_CLEAR_STALL"
"503","12.117952","host","2.2.1","USB","27","URB_BULK in"
"504","12.117986","2.2.1","host","USBMS","40",""
"505","12.118050","host","2.2.2","USBMS","58","SCSI Test Unit Ready LUN: 0x00 "
"506","12.118067","2.2.2","host","USB","27","URB_BULK out"
"507","12.118068","host","2.2.1","USB","27","URB_BULK in"
"508","12.118195","2.2.1","host","USBMS","40",""
"509","12.118237","host","2.2.2","USBMS","58","SCSI Read Capacity(10) LUN: 0x00 "
"510","12.118267","2.2.2","host","USB","27","URB_BULK out"
"511","12.118268","host","2.2.1","USB","27","URB_BULK in"
"512","12.118382","2.2.1","host","USBMS","35",""
"513","12.118383","host","2.2.1","USB","27","URB_BULK in"
"514","12.118429","2.2.1","host","USBMS","40",""
"515","12.118446","host","2.2.2","USBMS","58","SCSI Read Capacity(10) LUN: 0x00 "
"516","12.118468","2.2.2","host","USB","27","URB_BULK out"
"517","12.118469","host","2.2.1","USB","27","URB_BULK in"
"518","12.118595","2.2.1","host","USBMS","35",""
"519","12.118596","host","2.2.1","USB","27","URB_BULK in"
"520","12.118637","2.2.1","host","USBMS","40",""
"521","12.118668","host","2.2.2","USBMS","58","SCSI Read(10) LUN: 0x00 512 bytes (1 blocks) at LBA: 0x00000000 "
"522","12.118688","2.2.2","host","USB","27","URB_BULK out"
"523","12.118690","host","2.2.1","USB","27","URB_BULK in"
"524","12.119688","2.2.1","host","USBMS","539",""
"525","12.119690","host","2.2.1","USB","27","URB_BULK in"
"526","12.119738","2.2.1","host","USBMS","40",""
"527","12.119839","host","2.2.2","USBMS","58","SCSI Read Capacity(10) LUN: 0x00 "
"528","12.119863","2.2.2","host","USB","27","URB_BULK out"
"529","12.119864","host","2.2.1","USB","27","URB_BULK in"
"530","12.121992","2.4.2","host","USB","36","URB_INTERRUPT in"
"531","12.122022","host","2.4.2","USB","27","URB_INTERRUPT in"
"532","12.124666","2.2.1","host","USBMS","35",""
"533","12.124680","host","2.2.1","USB","27","URB_BULK in"
"534","12.124713","2.2.1","host","USBMS","40",""
"535","12.124786","host","2.2.2","USBMS","58","SCSI Read Capacity(10) LUN: 0x00 "
"536","12.124807","2.2.2","host","USB","27","URB_BULK out"
"537","12.124808","host","2.2.1","USB","27","URB_BULK in"
"538","12.124940","2.2.1","host","USBMS","35",""
"539","12.124942","host","2.2.1","USB","27","URB_BULK in"
"540","12.124992","2.2.1","host","USBMS","40",""
"541","12.125006","host","2.2.2","USBMS","58","SCSI Read Capacity(10) LUN: 0x00 "
"542","12.125023","2.2.2","host","USB","27","URB_BULK out"
"543","12.125024","host","2.2.1","USB","27","URB_BULK in"
"544","12.125173","2.2.1","host","USBMS","35",""
"545","12.125175","host","2.2.1","USB","27","URB_BULK in"
"546","12.125222","2.2.1","host","USBMS","40",""
"547","12.125243","host","2.2.2","USBMS","58","SCSI Read(10) LUN: 0x00 512 bytes (1 blocks) at LBA: 0x00000000 "
"548","12.125261","2.2.2","host","USB","27","URB_BULK out"
"549","12.125262","host","2.2.1","USB","27","URB_BULK in"
"550","12.126245","2.2.1","host","USBMS","539",""
"551","12.126248","host","2.2.1","USB","27","URB_BULK in"
"552","12.126292","2.2.1","host","USBMS","40",""
"553","12.126405","host","2.2.2","USBMS","58","SCSI Read(10) LUN: 0x00 8192 bytes (16 blocks) at LBA: 0x000008b8 "
"554","12.126425","2.2.2","host","USB","27","URB_BULK out"
"555","12.126426","host","2.2.1","USB","27","URB_BULK in"
"556","12.129000","2.4.2","host","USB","36","URB_INTERRUPT in"
"557","12.129041","host","2.4.2","USB","27","URB_INTERRUPT in"
"558","12.132788","2.2.1","host","USBMS","8219",""
"559","12.132802","host","2.2.1","USB","27","URB_BULK in"
"560","12.132858","2.2.1","host","USBMS","40",""
"561","12.134554","host","2.2.2","USBMS","58","SCSI Test Unit Ready LUN: 0x00 "
"562","12.134590","2.2.2","host","USB","27","URB_BULK out"
"563","12.134591","host","2.2.1","USB","27","URB_BULK in"
"564","12.136989","2.4.2","host","USB","36","URB_INTERRUPT in"
"565","12.137015","host","2.4.2","USB","27","URB_INTERRUPT in"
"566","12.138045","2.2.1","host","USBMS","40",""
"567","12.142393","host","2.2.2","USBMS","58","SCSI Read Capacity(10) LUN: 0x00 "
"568","12.142432","2.2.2","host","USB","27","URB_BULK out"
"569","12.142433","host","2.2.1","USB","27","URB_BULK in"
"570","12.142571","2.2.1","host","USBMS","35",""
"571","12.142573","host","2.2.1","USB","27","URB_BULK in"
"572","12.142621","2.2.1","host","USBMS","40",""
"573","12.143505","host","2.2.2","USBMS","58","SCSI Read Capacity(10) LUN: 0x00 "
"574","12.143529","2.2.2","host","USB","27","URB_BULK out"
"575","12.143530","host","2.2.1","USB","27","URB_BULK in"
"576","12.143653","2.2.1","host","USBMS","35",""
"577","12.143654","host","2.2.1","USB","27","URB_BULK in"
"578","12.143705","2.2.1","host","USBMS","40",""
"579","12.143751","host","2.2.2","USBMS","58","SCSI Read(10) LUN: 0x00 512 bytes (1 blocks) at LBA: 0x00000000 "
"580","12.143776","2.2.2","host","USB","27","URB_BULK out"
"581","12.143777","host","2.2.1","USB","27","URB_BULK in"
"582","12.143988","2.4.2","host","USB","36","URB_INTERRUPT in"
"583","12.144001","host","2.4.2","USB","27","URB_INTERRUPT in"
"584","12.144748","2.2.1","host","USBMS","539",""
"585","12.144750","host","2.2.1","USB","27","URB_BULK in"
"586","12.144794","2.2.1","host","USBMS","40",""
"587","12.145038","host","2.2.2","USBMS","58","SCSI Read Capacity(10) LUN: 0x00 "
"588","12.145058","2.2.2","host","USB","27","URB_BULK out"
"589","12.145059","host","2.2.1","USB","27","URB_BULK in"
"590","12.149738","2.2.1","host","USBMS","35",""
"591","12.149751","host","2.2.1","USB","27","URB_BULK in"
"592","12.149794","2.2.1","host","USBMS","40",""
"593","12.149849","host","2.2.2","USBMS","58","SCSI Read Capacity(10) LUN: 0x00 "
"594","12.149868","2.2.2","host","USB","27","URB_BULK out"
"595","12.149869","host","2.2.1","USB","27","URB_BULK in"
"596","12.150007","2.2.1","host","USBMS","35",""
"597","12.150009","host","2.2.1","USB","27","URB_BULK in"
"598","12.150053","2.2.1","host","USBMS","40",""
"599","12.150091","host","2.2.2","USBMS","58","SCSI Read(10) LUN: 0x00 512 bytes (1 blocks) at LBA: 0x000008b8 "
"600","12.150113","2.2.2","host","USB","27","URB_BULK out"
"601","12.150114","host","2.2.1","USB","27","URB_BULK in"
"602","12.151082","2.2.1","host","USBMS","539",""
"603","12.151083","host","2.2.1","USB","27","URB_BULK in"
"604","12.151129","2.2.1","host","USBMS","40",""
"605","12.151155","host","2.2.2","USBMS","58","SCSI Read(10) LUN: 0x00 8192 bytes (16 blocks) at LBA: 0x00001080 "
"606","12.151179","2.2.2","host","USB","27","URB_BULK out"
"607","12.151180","host","2.2.1","USB","27","URB_BULK in"
"608","12.151988","2.4.2","host","USB","36","URB_INTERRUPT in"
"609","12.152001","host","2.4.2","USB","27","URB_INTERRUPT in"
"610","12.158719","2.2.1","host","USBMS","8219",""
"611","12.158722","host","2.2.1","USB","27","URB_BULK in"
"612","12.158785","2.2.1","host","USBMS","40",""
"613","12.158808","host","2.2.2","USBMS","58","SCSI Read(10) LUN: 0x00 8192 bytes (16 blocks) at LBA: 0x00001090 "
"614","12.158830","2.2.2","host","USB","27","URB_BULK out"
"615","12.158832","host","2.2.1","USB","27","URB_BULK in"
"616","12.158989","2.4.2","host","USB","36","URB_INTERRUPT in"
"617","12.159001","host","2.4.2","USB","27","URB_INTERRUPT in"
"618","12.164458","2.2.1","host","USBMS","8219",""
"619","12.164460","host","2.2.1","USB","27","URB_BULK in"
"620","12.164519","2.2.1","host","USBMS","40",""
"621","12.164546","host","2.2.2","USBMS","58","SCSI Read(10) LUN: 0x00 8192 bytes (16 blocks) at LBA: 0x000010a0 "
"622","12.164572","2.2.2","host","USB","27","URB_BULK out"
"623","12.164573","host","2.2.1","USB","27","URB_BULK in"
"624","12.166989","2.4.2","host","USB","36","URB_INTERRUPT in"
"625","12.167002","host","2.4.2","USB","27","URB_INTERRUPT in"
"626","12.171303","2.2.1","host","USBMS","8219",""
"627","12.171305","host","2.2.1","USB","27","URB_BULK in"
"628","12.171370","2.2.1","host","USBMS","40",""
"629","12.171373","host","2.2.2","USBMS","58","SCSI Test Unit Ready LUN: 0x00 "
"630","12.171390","2.2.2","host","USB","27","URB_BULK out"
"631","12.171391","host","2.2.1","USB","27","URB_BULK in"
"632","12.173987","2.4.2","host","USB","36","URB_INTERRUPT in"
"633","12.173999","host","2.4.2","USB","27","URB_INTERRUPT in"
"634","12.176372","2.2.1","host","USBMS","40",""
"635","12.176376","host","2.2.2","USBMS","58","SCSI Read(10) LUN: 0x00 8192 bytes (16 blocks) at LBA: 0x000010b0 "
"636","12.176390","2.2.2","host","USB","27","URB_BULK out"
"637","12.176391","host","2.2.1","USB","27","URB_BULK in"
"638","12.176814","2.2.1","host","USBMS","8219",""
"639","12.176816","host","2.2.1","USB","27","URB_BULK in"
"640","12.177187","2.2.1","host","USBMS","40",""
"641","12.177210","host","2.2.2","USBMS","58","SCSI Read(10) LUN: 0x00 8192 bytes (16 blocks) at LBA: 0x000008d8 "
"642","12.177233","2.2.2","host","USB","27","URB_BULK out"
"643","12.177235","host","2.2.1","USB","27","URB_BULK in"
"644","12.181987","2.4.2","host","USB","36","URB_INTERRUPT in"
"645","12.181997","host","2.4.2","USB","27","URB_INTERRUPT in"
"646","12.184208","2.2.1","host","USBMS","8219",""
"647","12.184211","host","2.2.1","USB","27","URB_BULK in"
"648","12.184271","2.2.1","host","USBMS","40",""
"649","12.184292","host","2.2.2","USBMS","58","SCSI Read(10) LUN: 0x00 8192 bytes (16 blocks) at LBA: 0x000008e8 "
"650","12.184319","2.2.2","host","USB","27","URB_BULK out"
"651","12.184321","host","2.2.1","USB","27","URB_BULK in"
"652","12.188988","2.4.2","host","USB","36","URB_INTERRUPT in"
"653","12.188998","host","2.4.2","USB","27","URB_INTERRUPT in"
"654","12.190295","2.2.1","host","USBMS","8219",""
"655","12.190297","host","2.2.1","USB","27","URB_BULK in"
"656","12.190356","2.2.1","host","USBMS","40",""
"657","12.190378","host","2.2.2","USBMS","58","SCSI Read(10) LUN: 0x00 8192 bytes (16 blocks) at LBA: 0x000008f8 "
"658","12.190396","2.2.2","host","USB","27","URB_BULK out"
"659","12.190398","host","2.2.1","USB","27","URB_BULK in"
"660","12.197020","2.4.2","host","USB","36","URB_INTERRUPT in"
"661","12.197032","host","2.4.2","USB","27","URB_INTERRUPT in"
"662","12.197058","2.2.1","host","USBMS","8219",""
"663","12.197060","host","2.2.1","USB","27","URB_BULK in"
"664","12.197122","2.2.1","host","USBMS","40",""
"665","12.197171","host","2.2.2","USBMS","58","SCSI Read(10) LUN: 0x00 8192 bytes (16 blocks) at LBA: 0x00000908 "
"666","12.197191","2.2.2","host","USB","27","URB_BULK out"
"667","12.197192","host","2.2.1","USB","27","URB_BULK in"
"668","12.203038","2.2.1","host","USBMS","8219",""
"669","12.203042","host","2.2.1","USB","27","URB_BULK in"
"670","12.203110","2.2.1","host","USBMS","40",""
"671","12.203142","host","2.2.2","USBMS","58","SCSI Read(10) LUN: 0x00 512 bytes (1 blocks) at LBA: 0x000008b8 "
"672","12.203162","2.2.2","host","USB","27","URB_BULK out"
"673","12.203164","host","2.2.1","USB","27","URB_BULK in"
"674","12.203991","2.4.2","host","USB","36","URB_INTERRUPT in"
"675","12.204001","host","2.4.2","USB","27","URB_INTERRUPT in"
"676","12.209021","2.2.1","host","USBMS","539",""
"677","12.209022","host","2.2.1","USB","27","URB_BULK in"
"678","12.209069","2.2.1","host","USBMS","40",""
"679","12.209090","host","2.2.2","USBMS","58","SCSI Read(10) LUN: 0x00 512 bytes (1 blocks) at LBA: 0x000008b8 "
"680","12.209111","2.2.2","host","USB","27","URB_BULK out"
"681","12.209112","host","2.2.1","USB","27","URB_BULK in"
"682","12.211987","2.4.2","host","USB","36","URB_INTERRUPT in"
"683","12.211998","host","2.4.2","USB","27","URB_INTERRUPT in"
"684","12.215300","2.2.1","host","USBMS","539",""
"685","12.215302","host","2.2.1","USB","27","URB_BULK in"
"686","12.215355","2.2.1","host","USBMS","40",""
"687","12.216015","host","2.2.2","USBMS","58","SCSI Read(10) LUN: 0x00 65536 bytes (128 blocks) at LBA: 0x000008d8 "
"688","12.216037","2.2.2","host","USB","27","URB_BULK out"
"689","12.216038","host","2.2.1","USB","27","URB_BULK in"
"690","12.218991","2.4.2","host","USB","36","URB_INTERRUPT in"
"691","12.219001","host","2.4.2","USB","27","URB_INTERRUPT in"
"692","12.226988","2.4.2","host","USB","36","URB_INTERRUPT in"
"693","12.226998","host","2.4.2","USB","27","URB_INTERRUPT in"
"694","12.228920","2.2.1","host","USBMS","65563",""
"695","12.228931","host","2.2.1","USB","27","URB_BULK in"
"696","12.228998","2.2.1","host","USBMS","40",""
"697","12.229003","host","2.2.2","USBMS","58","SCSI Read(10) LUN: 0x00 65536 bytes (128 blocks) at LBA: 0x00000958 "
"698","12.229035","2.2.2","host","USB","27","URB_BULK out"
"699","12.229037","host","2.2.1","USB","27","URB_BULK in"
"700","12.233992","2.4.2","host","USB","36","URB_INTERRUPT in"
"701","12.234005","host","2.4.2","USB","27","URB_INTERRUPT in"
"702","12.234756","2.2.1","host","USBMS","65563",""
"703","12.234766","host","2.2.1","USB","27","URB_BULK in"
"704","12.234818","2.2.1","host","USBMS","40",""
"705","12.234823","host","2.2.2","USBMS","58","SCSI Read(10) LUN: 0x00 65536 bytes (128 blocks) at LBA: 0x000009d8 "
"706","12.234866","2.2.2","host","USB","27","URB_BULK out"
"707","12.234867","host","2.2.1","USB","27","URB_BULK in"
"708","12.240574","2.2.1","host","USBMS","65563",""
"709","12.240583","host","2.2.1","USB","27","URB_BULK in"
"710","12.240631","2.2.1","host","USBMS","40",""
"711","12.240635","host","2.2.2","USBMS","58","SCSI Read(10) LUN: 0x00 49152 bytes (96 blocks) at LBA: 0x00000a58 "
"712","12.240682","2.2.2","host","USB","27","URB_BULK out"
"713","12.240684","host","2.2.1","USB","27","URB_BULK in"
"714","12.241989","2.4.2","host","USB","36","URB_INTERRUPT in"
"715","12.242000","host","2.4.2","USB","27","URB_INTERRUPT in"
"716","12.246000","2.2.1","host","USBMS","49179",""
"717","12.246008","host","2.2.1","USB","27","URB_BULK in"
"718","12.246062","2.2.1","host","USBMS","40",""
"719","12.246065","host","2.2.2","USBMS","58","SCSI Read(10) LUN: 0x00 65536 bytes (128 blocks) at LBA: 0x00000ab8 "
"720","12.246085","2.2.2","host","USB","27","URB_BULK out"
"721","12.246086","host","2.2.1","USB","27","URB_BULK in"
"722","12.248988","2.4.2","host","USB","36","URB_INTERRUPT in"
"723","12.248999","host","2.4.2","USB","27","URB_INTERRUPT in"
"724","12.256987","2.4.2","host","USB","36","URB_INTERRUPT in"
"725","12.256997","host","2.4.2","USB","27","URB_INTERRUPT in"
"726","12.258040","2.2.1","host","USBMS","65563",""
"727","12.258051","host","2.2.1","USB","27","URB_BULK in"
"728","12.258110","2.2.1","host","USBMS","40",""
"729","12.258114","host","2.2.2","USBMS","58","SCSI Read(10) LUN: 0x00 65536 bytes (128 blocks) at LBA: 0x00000b38 "
"730","12.258158","2.2.2","host","USB","27","URB_BULK out"
"731","12.258160","host","2.2.1","USB","27","URB_BULK in"
"732","12.263883","2.2.1","host","USBMS","65563",""
"733","12.263894","host","2.2.1","USB","27","URB_BULK in"
"734","12.263937","2.2.1","host","USBMS","40",""
"735","12.263940","host","2.2.2","USBMS","58","SCSI Read(10) LUN: 0x00 65536 bytes (128 blocks) at LBA: 0x00000bb8 "
"736","12.263985","2.4.2","host","USB","36","URB_INTERRUPT in"
"737","12.263996","host","2.4.2","USB","27","URB_INTERRUPT in"
"738","12.264005","2.2.2","host","USB","27","URB_BULK out"
"739","12.264006","host","2.2.1","USB","27","URB_BULK in"
"740","12.269691","2.2.1","host","USBMS","65563",""
"741","12.269746","host","2.2.1","USB","27","URB_BULK in"
"742","12.269799","2.2.1","host","USBMS","40",""
"743","12.269803","host","2.2.2","USBMS","58","SCSI Read(10) LUN: 0x00 61440 bytes (120 blocks) at LBA: 0x00000c38 "
"744","12.269821","2.2.2","host","USB","27","URB_BULK out"
"745","12.269822","host","2.2.1","USB","27","URB_BULK in"
"746","12.271985","2.4.2","host","USB","36","URB_INTERRUPT in"
"747","12.271998","host","2.4.2","USB","27","URB_INTERRUPT in"
"748","12.275368","2.2.1","host","USBMS","61467",""
"749","12.275387","host","2.2.1","USB","27","URB_BULK in"
"750","12.275433","2.2.1","host","USBMS","40",""
"751","12.276677","host","2.2.2","USBMS","58","SCSI Read(10) LUN: 0x00 4096 bytes (8 blocks) at LBA: 0x00001080 "
"752","12.276711","2.2.2","host","USB","27","URB_BULK out"
"753","12.276712","host","2.2.1","USB","27","URB_BULK in"
"754","12.278989","2.4.2","host","USB","36","URB_INTERRUPT in"
"755","12.279011","host","2.4.2","USB","27","URB_INTERRUPT in"
"756","12.280561","2.2.1","host","USBMS","4123",""
"757","12.280574","host","2.2.1","USB","27","URB_BULK in"
"758","12.280628","2.2.1","host","USBMS","40",""
"759","12.280661","host","2.2.2","USBMS","58","SCSI Read(10) LUN: 0x00 4096 bytes (8 blocks) at LBA: 0x000008b8 "
"760","12.280683","2.2.2","host","USB","27","URB_BULK out"
"761","12.280684","host","2.2.1","USB","27","URB_BULK in"
"762","12.286821","2.2.1","host","USBMS","4123",""
"763","12.286832","host","2.2.1","USB","27","URB_BULK in"
"764","12.286905","2.2.1","host","USBMS","40",""
"765","12.286960","host","2.2.2","USBMS","58","SCSI Mode Sense(10) LUN: 0x00 "
"766","12.286988","2.4.2","host","USB","36","URB_INTERRUPT in"
"767","12.286997","host","2.4.2","USB","27","URB_INTERRUPT in"
"768","12.287009","2.2.2","host","USB","27","URB_BULK out"
"769","12.287010","host","2.2.1","USB","27","URB_BULK in"
"770","12.292311","2.2.1","host","USBMS","79",""
"771","12.292324","host","2.2.1","USB","27","URB_BULK in"
"772","12.292363","2.2.1","host","USB","27","URB_BULK in"
"773","12.292371","host","2.2.1","USB","27","URB_FUNCTION_SYNC_RESET_PIPE_AND_CLEAR_STALL"
"774","12.292568","2.2.1","host","USB","27","URB_FUNCTION_SYNC_RESET_PIPE_AND_CLEAR_STALL"
"775","12.292571","host","2.2.1","USB","27","URB_BULK in"
"776","12.292604","2.2.1","host","USBMS","40",""
"777","12.293246","host","2.2.2","USBMS","58","SCSI Read Capacity(10) LUN: 0x00 "
"778","12.293271","2.2.2","host","USB","27","URB_BULK out"
"779","12.293272","host","2.2.1","USB","27","URB_BULK in"
"780","12.293405","2.2.1","host","USBMS","35",""
"781","12.293407","host","2.2.1","USB","27","URB_BULK in"
"782","12.293455","2.2.1","host","USBMS","40",""
"783","12.293473","host","2.2.2","USBMS","58","SCSI Read(10) LUN: 0x00 512 bytes (1 blocks) at LBA: 0x00000002 "
"784","12.293492","2.2.2","host","USB","27","URB_BULK out"
"785","12.293493","host","2.2.1","USB","27","URB_BULK in"
"786","12.293986","2.4.2","host","USB","36","URB_INTERRUPT in"
"787","12.293994","host","2.4.2","USB","27","URB_INTERRUPT in"
"788","12.294490","2.2.1","host","USBMS","539",""
"789","12.294491","host","2.2.1","USB","27","URB_BULK in"
"790","12.294538","2.2.1","host","USBMS","40",""
"791","12.294647","host","2.2.2","USBMS","58","SCSI Mode Sense(10) LUN: 0x00 "
"792","12.294668","2.2.2","host","USB","27","URB_BULK out"
"793","12.294670","host","2.2.1","USB","27","URB_BULK in"
"794","12.299482","2.2.1","host","USBMS","79",""
"795","12.299483","host","2.2.1","USB","27","URB_BULK in"
"796","12.299541","2.2.1","host","USB","27","URB_BULK in"
"797","12.299550","host","2.2.1","USB","27","URB_FUNCTION_SYNC_RESET_PIPE_AND_CLEAR_STALL"
"798","12.299816","2.2.1","host","USB","27","URB_FUNCTION_SYNC_RESET_PIPE_AND_CLEAR_STALL"
"799","12.299818","host","2.2.1","USB","27","URB_BULK in"
"800","12.299857","2.2.1","host","USBMS","40",""
"801","12.300135","host","2.2.2","USBMS","58","SCSI Read(10) LUN: 0x00 4096 bytes (8 blocks) at LBA: 0x0000d4c0 "
"802","12.300160","2.2.2","host","USB","27","URB_BULK out"
"803","12.300162","host","2.2.1","USB","27","URB_BULK in"
"804","12.301500","2.2.1","host","USBMS","4123",""
"805","12.301502","host","2.2.1","USB","27","URB_BULK in"
"806","12.301564","2.2.1","host","USBMS","40",""
"807","12.301988","2.4.2","host","USB","36","URB_INTERRUPT in"
"808","12.301995","host","2.4.2","USB","27","URB_INTERRUPT in"
"809","12.303699","host","2.2.2","USBMS","58","SCSI Mode Sense(10) LUN: 0x00 "
"810","12.303738","2.2.2","host","USB","27","URB_BULK out"
"811","12.303739","host","2.2.1","USB","27","URB_BULK in"
"812","12.307040","2.2.1","host","USBMS","79",""
"813","12.307042","host","2.2.1","USB","27","URB_BULK in"
"814","12.307091","2.2.1","host","USB","27","URB_BULK in"
