"No.","Time","Source","Destination","Protocol","Length","Info"
"411","3.811758","host","2.2.2","USBMS","58","SCSI Read(10) LUN: 0x00 8192 bytes (16 blocks) at LBA: 0x00001080 "
"412","3.811778","2.2.2","host","USB","27","URB_BULK out"
"413","3.811779","host","2.2.1","USB","27","URB_BULK in"
"414","3.818819","2.2.1","host","USBMS","8219",""
"415","3.818821","host","2.2.1","USB","27","URB_BULK in"
"416","3.818882","2.2.1","host","USBMS","40",""
"417","3.818903","host","2.2.2","USBMS","58","SCSI Read(10) LUN: 0x00 8192 bytes (16 blocks) at LBA: 0x00001090 "
"418","3.818922","2.2.2","host","USB","27","URB_BULK out"
"419","3.818923","host","2.2.1","USB","27","URB_BULK in"
"420","3.824634","2.2.1","host","USBMS","8219",""
"421","3.824637","host","2.2.1","USB","27","URB_BULK in"
"422","3.824655","2.2.1","host","USBMS","40",""
"423","3.824673","host","2.2.2","USBMS","58","SCSI Read(10) LUN: 0x00 8192 bytes (16 blocks) at LBA: 0x000010a0 "
"424","3.824693","2.2.2","host","USB","27","URB_BULK out"
"425","3.824694","host","2.2.1","USB","27","URB_BULK in"
"426","3.831423","2.2.1","host","USBMS","8219",""
"427","3.831425","host","2.2.1","USB","27","URB_BULK in"
"428","3.831481","2.2.1","host","USBMS","40",""
"429","3.831485","host","2.2.2","USBMS","58","SCSI Test Unit Ready LUN: 0x00 "
"430","3.831499","2.2.2","host","USB","27","URB_BULK out"
"431","3.831501","host","2.2.1","USB","27","URB_BULK in"
"432","3.836508","2.2.1","host","USBMS","40",""
"433","3.836511","host","2.2.2","USBMS","58","SCSI Read(10) LUN: 0x00 8192 bytes (16 blocks) at LBA: 0x000010b0 "
"434","3.836558","2.2.2","host","USB","27","URB_BULK out"
"435","3.836560","host","2.2.1","USB","27","URB_BULK in"
"436","3.837398","2.2.1","host","USBMS","8219",""
"437","3.837401","host","2.2.1","USB","27","URB_BULK in"
"438","3.837461","2.2.1","host","USBMS","40",""
"439","3.837487","host","2.2.2","USBMS","58","SCSI Read(10) LUN: 0x00 8192 bytes (16 blocks) at LBA: 0x000008d8 "
"440","3.837512","2.2.2","host","USB","27","URB_BULK out"
"441","3.837513","host","2.2.1","USB","27","URB_BULK in"
"442","3.844200","2.2.1","host","USBMS","8219",""
"443","3.844202","host","2.2.1","USB","27","URB_BULK in"
"444","3.844269","2.2.1","host","USBMS","40",""
"445","3.844302","host","2.2.2","USBMS","58","SCSI Read(10) LUN: 0x00 8192 bytes (16 blocks) at LBA: 0x000008e8 "
"446","3.844322","2.2.2","host","USB","27","URB_BULK out"
"447","3.844323","host","2.2.1","USB","27","URB_BULK in"
"448","3.850286","2.2.1","host","USBMS","8219",""
"449","3.850288","host","2.2.1","USB","27","URB_BULK in"
"450","3.850348","2.2.1","host","USBMS","40",""
"451","3.850369","host","2.2.2","USBMS","58","SCSI Read(10) LUN: 0x00 8192 bytes (16 blocks) at LBA: 0x000008f8 "
"452","3.850389","2.2.2","host","USB","27","URB_BULK out"
"453","3.850390","host","2.2.1","USB","27","URB_BULK in"
"454","3.857060","2.2.1","host","USBMS","8219",""
"455","3.857062","host","2.2.1","USB","27","URB_BULK in"
"456","3.857132","2.2.1","host","USBMS","40",""
"457","3.857150","host","2.2.2","USBMS","58","SCSI Read(10) LUN: 0x00 8192 bytes (16 blocks) at LBA: 0x00000908 "
"458","3.857183","2.2.2","host","USB","27","URB_BULK out"
"459","3.857184","host","2.2.1","USB","27","URB_BULK in"
"460","3.862901","2.2.1","host","USBMS","8219",""
"461","3.862903","host","2.2.1","USB","27","URB_BULK in"
"462","3.862960","2.2.1","host","USBMS","40",""
"463","3.862987","host","2.2.2","USBMS","58","SCSI Read(10) LUN: 0x00 512 bytes (1 blocks) at LBA: 0x000008b8 "
"464","3.863009","2.2.2","host","USB","27","URB_BULK out"
"465","3.863010","host","2.2.1","USB","27","URB_BULK in"
"466","3.868856","2.2.1","host","USBMS","539",""
"467","3.868857","host","2.2.1","USB","27","URB_BULK in"
"468","3.868902","2.2.1","host","USBMS","40",""
"469","3.868921","host","2.2.2","USBMS","58","SCSI Read(10) LUN: 0x00 512 bytes (1 blocks) at LBA: 0x000008b8 "
"470","3.868940","2.2.2","host","USB","27","URB_BULK out"
"471","3.868942","host","2.2.1","USB","27","URB_BULK in"
"472","3.875097","2.2.1","host","USBMS","539",""
"473","3.875098","host","2.2.1","USB","27","URB_BULK in"
"474","3.875144","2.2.1","host","USBMS","40",""
"475","3.875550","host","2.2.2","USBMS","58","SCSI Read(10) LUN: 0x00 65536 bytes (128 blocks) at LBA: 0x000008d8 "
"476","3.875570","2.2.2","host","USB","27","URB_BULK out"
"477","3.875571","host","2.2.1","USB","27","URB_BULK in"
"478","3.888951","2.2.1","host","USBMS","65563",""
"479","3.888961","host","2.2.1","USB","27","URB_BULK in"
"480","3.889014","2.2.1","host","USBMS","40",""
"481","3.889018","host","2.2.2","USBMS","58","SCSI Read(10) LUN: 0x00 65536 bytes (128 blocks) at LBA: 0x00000958 "
"482","3.889065","2.2.2","host","USB","27","URB_BULK out"
"483","3.889066","host","2.2.1","USB","27","URB_BULK in"
"484","3.894799","2.2.1","host","USBMS","65563",""
"485","3.894820","host","2.2.1","USB","27","URB_BULK in"
"486","3.894886","2.2.1","host","USBMS","40",""
"487","3.894890","host","2.2.2","USBMS","58","SCSI Read(10) LUN: 0x00 65536 bytes (128 blocks) at LBA: 0x000009d8 "
"488","3.894933","2.2.2","host","USB","27","URB_BULK out"
"489","3.894935","host","2.2.1","USB","27","URB_BULK in"
"490","3.900614","2.2.1","host","USBMS","65563",""
"491","3.900637","host","2.2.1","USB","27","URB_BULK in"
"492","3.900674","2.2.1","host","USBMS","40",""
"493","3.900677","host","2.2.2","USBMS","58","SCSI Read(10) LUN: 0x00 49152 bytes (96 blocks) at LBA: 0x00000a58 "
"494","3.900727","2.2.2","host","USB","27","URB_BULK out"
"495","3.900729","host","2.2.1","USB","27","URB_BULK in"
"496","3.906021","2.2.1","host","USBMS","49179",""
"497","3.906040","host","2.2.1","USB","27","URB_BULK in"
"498","3.906087","2.2.1","host","USBMS","40",""
"499","3.906092","host","2.2.2","USBMS","58","SCSI Read(10) LUN: 0x00 65536 bytes (128 blocks) at LBA: 0x00000ab8 "
"500","3.906109","2.2.2","host","USB","27","URB_BULK out"
"501","3.906110","host","2.2.1","USB","27","URB_BULK in"
"502","3.918079","2.2.1","host","USBMS","65563",""
"503","3.918101","host","2.2.1","USB","27","URB_BULK in"
"504","3.918142","2.2.1","host","USBMS","40",""
"505","3.918146","host","2.2.2","USBMS","58","SCSI Read(10) LUN: 0x00 65536 bytes (128 blocks) at LBA: 0x00000b38 "
"506","3.918192","2.2.2","host","USB","27","URB_BULK out"
"507","3.918194","host","2.2.1","USB","27","URB_BULK in"
"508","3.923895","2.2.1","host","USBMS","65563",""
"509","3.923913","host","2.2.1","USB","27","URB_BULK in"
"510","3.923957","2.2.1","host","USBMS","40",""
"511","3.923961","host","2.2.2","USBMS","58","SCSI Read(10) LUN: 0x00 65536 bytes (128 blocks) at LBA: 0x00000bb8 "
"512","3.924008","2.2.2","host","USB","27","URB_BULK out"
"513","3.924010","host","2.2.1","USB","27","URB_BULK in"
"514","3.929721","2.2.1","host","USBMS","65563",""
"515","3.929740","host","2.2.1","USB","27","URB_BULK in"
"516","3.929783","2.2.1","host","USBMS","40",""
"517","3.929786","host","2.2.2","USBMS","58","SCSI Read(10) LUN: 0x00 61440 bytes (120 blocks) at LBA: 0x00000c38 "
"518","3.929829","2.2.2","host","USB","27","URB_BULK out"
"519","3.929830","host","2.2.1","USB","27","URB_BULK in"
"520","3.935365","2.2.1","host","USBMS","61467",""
"521","3.935383","host","2.2.1","USB","27","URB_BULK in"
"522","3.935425","2.2.1","host","USBMS","40",""
"523","3.938084","host","2.2.2","USBMS","58","SCSI Read(10) LUN: 0x00 4096 bytes (8 blocks) at LBA: 0x00001080 "
"524","3.938119","2.2.2","host","USB","27","URB_BULK out"
"525","3.938121","host","2.2.1","USB","27","URB_BULK in"
"526","3.940554","2.2.1","host","USBMS","4123",""
"527","3.940567","host","2.2.1","USB","27","URB_BULK in"
"528","3.940632","2.2.1","host","USBMS","40",""
"529","3.940675","host","2.2.2","USBMS","58","SCSI Read(10) LUN: 0x00 4096 bytes (8 blocks) at LBA: 0x000008b8 "
"530","3.940697","2.2.2","host","USB","27","URB_BULK out"
"531","3.940698","host","2.2.1","USB","27","URB_BULK in"
"532","3.946843","2.2.1","host","USBMS","4123",""
"533","3.946857","host","2.2.1","USB","27","URB_BULK in"
"534","3.946904","2.2.1","host","USBMS","40",""
"535","3.947017","host","2.2.2","USBMS","58","SCSI Mode Sense(10) LUN: 0x00 "
"536","3.947038","2.2.2","host","USB","27","URB_BULK out"
"537","3.947040","host","2.2.1","USB","27","URB_BULK in"
"538","3.952188","2.2.1","host","USBMS","79",""
"539","3.952200","host","2.2.1","USB","27","URB_BULK in"
"540","3.952241","2.2.1","host","USB","27","URB_BULK in"
"541","3.952248","host","2.2.1","USB","27","URB_FUNCTION_SYNC_RESET_PIPE_AND_CLEAR_STALL"
"542","3.952465","2.2.1","host","USB","27","URB_FUNCTION_SYNC_RESET_PIPE_AND_CLEAR_STALL"
"543","3.952467","host","2.2.1","USB","27","URB_BULK in"
"544","3.952503","2.2.1","host","USBMS","40",""
"545","3.953477","host","2.2.2","USBMS","58","SCSI Read Capacity(10) LUN: 0x00 "
"546","3.953516","2.2.2","host","USB","27","URB_BULK out"
"547","3.953518","host","2.2.1","USB","27","URB_BULK in"
"548","3.953642","2.2.1","host","USBMS","35",""
"549","3.953643","host","2.2.1","USB","27","URB_BULK in"
"550","3.953691","2.2.1","host","USBMS","40",""
"551","3.953819","host","2.2.2","USBMS","58","SCSI Read(10) LUN: 0x00 512 bytes (1 blocks) at LBA: 0x00000002 "
"552","3.953839","2.2.2","host","USB","27","URB_BULK out"
"553","3.953841","host","2.2.1","USB","27","URB_BULK in"
"554","3.954817","2.2.1","host","USBMS","539",""
"555","3.954830","host","2.2.1","USB","27","URB_BULK in"
"556","3.954902","2.2.1","host","USBMS","40",""
"557","3.955056","host","2.2.2","USBMS","58","SCSI Mode Sense(10) LUN: 0x00 "
"558","3.955089","2.2.2","host","USB","27","URB_BULK out"
"559","3.955090","host","2.2.1","USB","27","URB_BULK in"
"560","3.959822","2.2.1","host","USBMS","79",""
"561","3.959834","host","2.2.1","USB","27","URB_BULK in"
"562","3.959882","2.2.1","host","USB","27","URB_BULK in"
"563","3.959890","host","2.2.1","USB","27","URB_FUNCTION_SYNC_RESET_PIPE_AND_CLEAR_STALL"
"564","3.960099","2.2.1","host","USB","27","URB_FUNCTION_SYNC_RESET_PIPE_AND_CLEAR_STALL"
"565","3.960101","host","2.2.1","USB","27","URB_BULK in"
"566","3.960131","2.2.1","host","USBMS","40",""
"567","3.960362","host","2.2.2","USBMS","58","SCSI Read(10) LUN: 0x00 4096 bytes (8 blocks) at LBA: 0x0000d4c0 "
"568","3.960389","2.2.2","host","USB","27","URB_BULK out"
"569","3.960390","host","2.2.1","USB","27","URB_BULK in"
"570","3.961722","2.2.1","host","USBMS","4123",""
"571","3.961735","host","2.2.1","USB","27","URB_BULK in"
"572","3.961785","2.2.1","host","USBMS","40",""
"573","3.964706","host","2.2.2","USBMS","58","SCSI Read(10) LUN: 0x00 512 bytes (1 blocks) at LBA: 0x0000d500 "
"574","3.964741","2.2.2","host","USB","27","URB_BULK out"
"575","3.964742","host","2.2.1","USB","27","URB_BULK in"
"576","3.967766","2.2.1","host","USBMS","539",""
"577","3.967778","host","2.2.1","USB","27","URB_BULK in"
"578","3.967823","2.2.1","host","USBMS","40",""
"579","3.967827","host","2.2.2","USBMS","58","SCSI Test Unit Ready LUN: 0x00 "
"580","3.967840","2.2.2","host","USB","27","URB_BULK out"
"581","3.967841","host","2.2.1","USB","27","URB_BULK in"
"582","3.973110","2.2.1","host","USBMS","40",""
"583","3.973123","host","2.2.2","USBMS","58","SCSI Test Unit Ready LUN: 0x00 "
"584","3.973157","2.2.2","host","USB","27","URB_BULK out"
"585","3.973158","host","2.2.1","USB","27","URB_BULK in"
"586","3.973287","2.2.1","host","USBMS","40",""
"587","3.973291","host","2.2.2","USBMS","58","SCSI Mode Sense(10) LUN: 0x00 "
"588","3.973333","2.2.2","host","USB","27","URB_BULK out"
"589","3.973334","host","2.2.1","USB","27","URB_BULK in"
"590","3.973453","2.2.1","host","USBMS","79",""
"591","3.973455","host","2.2.1","USB","27","URB_BULK in"
"592","3.973515","2.2.1","host","USB","27","URB_BULK in"
"593","3.973523","host","2.2.1","USB","27","URB_FUNCTION_SYNC_RESET_PIPE_AND_CLEAR_STALL"
"594","3.973714","2.2.1","host","USB","27","URB_FUNCTION_SYNC_RESET_PIPE_AND_CLEAR_STALL"
"595","3.973716","host","2.2.1","USB","27","URB_BULK in"
"596","3.973756","2.2.1","host","USBMS","40",""
"597","3.974352","host","2.2.2","USBMS","58","SCSI Read(10) LUN: 0x00 512 bytes (1 blocks) at LBA: 0x00008980 "
"598","3.974378","2.2.2","host","USB","27","URB_BULK out"
"599","3.974380","host","2.2.1","USB","27","URB_BULK in"
"600","3.975444","2.2.1","host","USBMS","539",""
"601","3.975446","host","2.2.1","USB","27","URB_BULK in"
"602","3.975503","2.2.1","host","USBMS","40",""
"603","3.975724","host","2.2.2","USBMS","58","SCSI Mode Sense(10) LUN: 0x00 "
"604","3.975749","2.2.2","host","USB","27","URB_BULK out"
"605","3.975751","host","2.2.1","USB","27","URB_BULK in"
"606","3.980889","2.2.1","host","USBMS","79",""
"607","3.980903","host","2.2.1","USB","27","URB_BULK in"
"608","3.981097","2.2.1","host","USB","27","URB_BULK in"
"609","3.981108","host","2.2.1","USB","27","URB_FUNCTION_SYNC_RESET_PIPE_AND_CLEAR_STALL"
"610","3.981335","2.2.1","host","USB","27","URB_FUNCTION_SYNC_RESET_PIPE_AND_CLEAR_STALL"
"611","3.981337","host","2.2.1","USB","27","URB_BULK in"
"612","3.981358","2.2.1","host","USBMS","40",""
"613","3.981362","host","2.2.2","USBMS","58","SCSI Write(10) LUN: 0x00 4096 bytes (8 blocks) at LBA: 0x00001080 "
"614","3.981380","2.2.2","host","USB","27","URB_BULK out"
"615","3.981381","host","2.2.2","USBMS","4123",""
"616","3.981578","2.2.2","host","USB","27","URB_BULK out"
"617","3.981579","host","2.2.1","USB","27","URB_BULK in"
"618","3.983068","2.2.1","host","USBMS","40",""
"619","3.983083","host","2.2.2","USBMS","58","SCSI Mode Sense(10) LUN: 0x00 "
"620","3.983097","2.2.2","host","USB","27","URB_BULK out"
"621","3.983098","host","2.2.1","USB","27","URB_BULK in"
"622","3.983277","2.2.1","host","USBMS","79",""
"623","3.983278","host","2.2.1","USB","27","URB_BULK in"
"624","3.983326","2.2.1","host","USB","27","URB_BULK in"
"625","3.983336","host","2.2.1","USB","27","URB_FUNCTION_SYNC_RESET_PIPE_AND_CLEAR_STALL"
"626","3.983583","2.2.1","host","USB","27","URB_FUNCTION_SYNC_RESET_PIPE_AND_CLEAR_STALL"
"627","3.983585","host","2.2.1","USB","27","URB_BULK in"
"628","3.983605","2.2.1","host","USBMS","40",""
"629","3.985986","host","2.2.2","USBMS","58","SCSI Mode Sense(10) LUN: 0x00 "
"630","3.986021","2.2.2","host","USB","27","URB_BULK out"
"631","3.986022","host","2.2.1","USB","27","URB_BULK in"
"632","3.986163","2.2.1","host","USBMS","79",""
"633","3.986164","host","2.2.1","USB","27","URB_BULK in"
"634","3.986214","2.2.1","host","USB","27","URB_BULK in"
"635","3.986222","host","2.2.1","USB","27","URB_FUNCTION_SYNC_RESET_PIPE_AND_CLEAR_STALL"
"636","3.986462","2.2.1","host","USB","27","URB_FUNCTION_SYNC_RESET_PIPE_AND_CLEAR_STALL"
"637","3.986464","host","2.2.1","USB","27","URB_BULK in"
"638","3.986482","2.2.1","host","USBMS","40",""
"639","3.986650","host","2.2.2","USBMS","58","SCSI Read(10) LUN: 0x00 8192 bytes (16 blocks) at LBA: 0x000008b8 "
"640","3.986672","2.2.2","host","USB","27","URB_BULK out"
"641","3.986674","host","2.2.1","USB","27","URB_BULK in"
"642","3.988547","2.2.1","host","USBMS","8219",""
"643","3.988550","host","2.2.1","USB","27","URB_BULK in"
"644","3.988610","2.2.1","host","USBMS","40",""
"645","3.988613","host","2.2.2","USBMS","58","SCSI Mode Sense(10) LUN: 0x00 "
"646","3.988628","2.2.2","host","USB","27","URB_BULK out"
"647","3.988629","host","2.2.1","USB","27","URB_BULK in"
"648","3.993817","2.2.1","host","USBMS","79",""
"649","3.993830","host","2.2.1","USB","27","URB_BULK in"
"650","3.993868","2.2.1","host","USB","27","URB_BULK in"
"651","3.993877","host","2.2.1","USB","27","URB_FUNCTION_SYNC_RESET_PIPE_AND_CLEAR_STALL"
"652","3.994089","2.2.1","host","USB","27","URB_FUNCTION_SYNC_RESET_PIPE_AND_CLEAR_STALL"
"653","3.994091","host","2.2.1","USB","27","URB_BULK in"
"654","3.994130","2.2.1","host","USBMS","40",""
"655","3.995050","host","2.2.2","USBMS","58","SCSI Mode Sense(10) LUN: 0x00 "
"656","3.995071","2.2.2","host","USB","27","URB_BULK out"
"657","3.995073","host","2.2.1","USB","27","URB_BULK in"
"658","3.995217","2.2.1","host","USBMS","79",""
"659","3.995218","host","2.2.1","USB","27","URB_BULK in"
"660","3.995269","2.2.1","host","USB","27","URB_BULK in"
"661","3.995277","host","2.2.1","USB","27","URB_FUNCTION_SYNC_RESET_PIPE_AND_CLEAR_STALL"
"662","3.995457","2.2.1","host","USB","27","URB_FUNCTION_SYNC_RESET_PIPE_AND_CLEAR_STALL"
"663","3.995460","host","2.2.1","USB","27","URB_BULK in"
"664","3.995479","2.2.1","host","USBMS","40",""
"665","3.997060","host","2.2.2","USBMS","58","SCSI Mode Sense(10) LUN: 0x00 "
"666","3.997095","2.2.2","host","USB","27","URB_BULK out"
"667","3.997096","host","2.2.1","USB","27","URB_BULK in"
"668","3.997227","2.2.1","host","USBMS","79",""
"669","3.997229","host","2.2.1","USB","27","URB_BULK in"
"670","3.997278","2.2.1","host","USB","27","URB_BULK in"
"671","3.997286","host","2.2.1","USB","27","URB_FUNCTION_SYNC_RESET_PIPE_AND_CLEAR_STALL"
"672","3.997458","2.2.1","host","USB","27","URB_FUNCTION_SYNC_RESET_PIPE_AND_CLEAR_STALL"
"673","3.997472","host","2.2.1","USB","27","URB_BULK in"
"674","3.997502","2.2.1","host","USBMS","40",""
"675","3.998531","host","2.2.2","USBMS","58","SCSI Mode Sense(10) LUN: 0x00 "
"676","3.998573","2.2.2","host","USB","27","URB_BULK out"
"677","3.998574","host","2.2.1","USB","27","URB_BULK in"
"678","3.998693","2.2.1","host","USBMS","79",""
"679","3.998695","host","2.2.1","USB","27","URB_BULK in"
"680","3.998744","2.2.1","host","USB","27","URB_BULK in"
"681","3.998754","host","2.2.1","USB","27","URB_FUNCTION_SYNC_RESET_PIPE_AND_CLEAR_STALL"
"682","3.998959","2.2.1","host","USB","27","URB_FUNCTION_SYNC_RESET_PIPE_AND_CLEAR_STALL"
"683","3.998962","host","2.2.1","USB","27","URB_BULK in"
"684","3.998980","2.2.1","host","USBMS","40",""
"685","3.999995","host","2.2.2","USBMS","58","SCSI Mode Sense(10) LUN: 0x00 "
"686","4.000019","2.2.2","host","USB","27","URB_BULK out"
"687","4.000020","host","2.2.1","USB","27","URB_BULK in"
"688","4.000151","2.2.1","host","USBMS","79",""
"689","4.000153","host","2.2.1","USB","27","URB_BULK in"
"690","4.000197","2.2.1","host","USB","27","URB_BULK in"
"691","4.000205","host","2.2.1","USB","27","URB_FUNCTION_SYNC_RESET_PIPE_AND_CLEAR_STALL"
"692","4.000459","2.2.1","host","USB","27","URB_FUNCTION_SYNC_RESET_PIPE_AND_CLEAR_STALL"
"693","4.000461","host","2.2.1","USB","27","URB_BULK in"
"694","4.000480","2.2.1","host","USBMS","40",""
"695","4.006018","2.4.2","host","USB","36","URB_INTERRUPT in"
"696","4.006049","host","2.4.2","USB","27","URB_INTERRUPT in"
"697","4.014014","2.4.2","host","USB","36","URB_INTERRUPT in"
"698","4.014044","host","2.4.2","USB","27","URB_INTERRUPT in"
"699","4.021020","2.4.2","host","USB","36","URB_INTERRUPT in"
"700","4.021046","host","2.4.2","USB","27","URB_INTERRUPT in"
"701","4.021667","host","2.2.2","USBMS","58","SCSI Read(10) LUN: 0x00 4096 bytes (8 blocks) at LBA: 0x00001900 "
"702","4.021707","2.2.2","host","USB","27","URB_BULK out"
"703","4.021709","host","2.2.1","USB","27","URB_BULK in"
"704","4.023090","2.2.1","host","USBMS","4123",""
"705","4.023104","host","2.2.1","USB","27","URB_BULK in"
"706","4.023156","2.2.1","host","USBMS","40",""
"707","4.029010","2.4.2","host","USB","36","URB_INTERRUPT in"
"708","4.029033","host","2.4.2","USB","27","URB_INTERRUPT in"
"709","4.036010","2.4.2","host","USB","36","URB_INTERRUPT in"
"710","4.036033","host","2.4.2","USB","27","URB_INTERRUPT in"
"711","4.044018","2.4.2","host","USB","36","URB_INTERRUPT in"
"712","4.044044","host","2.4.2","USB","27","URB_INTERRUPT in"
"713","4.051011","2.4.2","host","USB","36","URB_INTERRUPT in"
"714","4.051037","host","2.4.2","USB","27","URB_INTERRUPT in"
"715","4.059025","2.4.2","host","USB","36","URB_INTERRUPT in"
"716","4.059048","host","2.4.2","USB","27","URB_INTERRUPT in"
"717","4.066012","2.4.2","host","USB","36","URB_INTERRUPT in"
"718","4.066037","host","2.4.2","USB","27","URB_INTERRUPT in"
"719","4.074010","2.4.2","host","USB","36","URB_INTERRUPT in"
"720","4.074033","host","2.4.2","USB","27","URB_INTERRUPT in"
"721","4.081012","2.4.2","host","USB","36","URB_INTERRUPT in"
"722","4.081037","host","2.4.2","USB","27","URB_INTERRUPT in"
"723","4.089008","2.4.2","host","USB","36","URB_INTERRUPT in"
"724","4.089033","host","2.4.2","USB","27","URB_INTERRUPT in"
"725","4.096011","2.4.2","host","USB","36","URB_INTERRUPT in"
"726","4.096039","host","2.4.2","USB","27","URB_INTERRUPT in"
"727","4.104010","2.4.2","host","USB","36","URB_INTERRUPT in"
"728","4.104036","host","2.4.2","USB","27","URB_INTERRUPT in"
"729","4.111009","2.4.2","host","USB","36","URB_INTERRUPT in"
"730","4.111031","host","2.4.2","USB","27","URB_INTERRUPT in"
"731","4.119008","2.4.2","host","USB","36","URB_INTERRUPT in"
"732","4.119030","host","2.4.2","USB","27","URB_INTERRUPT in"
"733","4.126007","2.4.2","host","USB","36","URB_INTERRUPT in"
"734","4.126029","host","2.4.2","USB","27","URB_INTERRUPT in"
"735","4.134009","2.4.2","host","USB","36","URB_INTERRUPT in"
"736","4.134029","host","2.4.2","USB","27","URB_INTERRUPT in"
"737","4.141006","2.4.2","host","USB","36","URB_INTERRUPT in"
"738","4.141025","host","2.4.2","USB","27","URB_INTERRUPT in"
"739","4.149007","2.4.2","host","USB","36","URB_INTERRUPT in"
"740","4.149029","host","2.4.2","USB","27","URB_INTERRUPT in"
"741","4.156007","2.4.2","host","USB","36","URB_INTERRUPT in"
"742","4.156028","host","2.4.2","USB","27","URB_INTERRUPT in"
"743","4.164009","2.4.2","host","USB","36","URB_INTERRUPT in"
"744","4.164035","host","2.4.2","USB","27","URB_INTERRUPT in"
"745","4.171010","2.4.2","host","USB","36","URB_INTERRUPT in"
"746","4.171032","host","2.4.2","USB","27","URB_INTERRUPT in"
"747","4.179010","2.4.2","host","USB","36","URB_INTERRUPT in"
"748","4.179037","host","2.4.2","USB","27","URB_INTERRUPT in"
"749","4.186008","2.4.2","host","USB","36","URB_INTERRUPT in"
"750","4.186030","host","2.4.2","USB","27","URB_INTERRUPT in"
"751","4.201008","2.4.2","host","USB","36","URB_INTERRUPT in"
"752","4.201032","host","2.4.2","USB","27","URB_INTERRUPT in"
"753","4.209010","2.4.2","host","USB","36","URB_INTERRUPT in"
"754","4.209039","host","2.4.2","USB","27","URB_INTERRUPT in"
"755","4.216008","2.4.2","host","USB","36","URB_INTERRUPT in"
"756","4.216029","host","2.4.2","USB","27","URB_INTERRUPT in"
"757","4.224010","2.4.2","host","USB","36","URB_INTERRUPT in"
"758","4.224037","host","2.4.2","USB","27","URB_INTERRUPT in"
"759","4.231010","2.4.2","host","USB","36","URB_INTERRUPT in"
"760","4.231033","host","2.4.2","USB","27","URB_INTERRUPT in"
"761","4.239191","2.4.2","host","USB","36","URB_INTERRUPT in"
"762","4.239213","host","2.4.2","USB","27","URB_INTERRUPT in"
"763","4.246009","2.4.2","host","USB","36","URB_INTERRUPT in"
"764","4.246035","host","2.4.2","USB","27","URB_INTERRUPT in"
"765","4.254013","2.4.2","host","USB","36","URB_INTERRUPT in"
"766","4.254032","host","2.4.2","USB","27","URB_INTERRUPT in"
"767","4.261010","2.4.2","host","USB","36","URB_INTERRUPT in"
"768","4.261034","host","2.4.2","USB","27","URB_INTERRUPT in"
"769","4.269012","2.4.2","host","USB","36","URB_INTERRUPT in"
"770","4.269038","host","2.4.2","USB","27","URB_INTERRUPT in"
"771","4.276007","2.4.2","host","USB","36","URB_INTERRUPT in"
"772","4.276031","host","2.4.2","USB","27","URB_INTERRUPT in"
"773","4.284012","2.4.2","host","USB","36","URB_INTERRUPT in"
"774","4.284034","host","2.4.2","USB","27","URB_INTERRUPT in"
"775","4.291013","2.4.2","host","USB","36","URB_INTERRUPT in"
"776","4.291032","host","2.4.2","USB","27","URB_INTERRUPT in"
"777","4.299011","2.4.2","host","USB","36","URB_INTERRUPT in"
"778","4.299038","host","2.4.2","USB","27","URB_INTERRUPT in"
"779","4.306006","2.4.2","host","USB","36","URB_INTERRUPT in"
"780","4.306030","host","2.4.2","USB","27","URB_INTERRUPT in"
"781","4.314011","2.4.2","host","USB","36","URB_INTERRUPT in"
"782","4.314042","host","2.4.2","USB","27","URB_INTERRUPT in"
"783","4.314433","host","2.2.2","USBMS","58","SCSI Read(10) LUN: 0x00 512 bytes (1 blocks) at LBA: 0x0000d540 "
"784","4.314466","2.2.2","host","USB","27","URB_BULK out"
"785","4.314468","host","2.2.1","USB","27","URB_BULK in"
"786","4.315484","2.2.1","host","USBMS","539",""
"787","4.315498","host","2.2.1","USB","27","URB_BULK in"
"788","4.315527","2.2.1","host","USBMS","40",""
"789","4.321007","2.4.2","host","USB","36","URB_INTERRUPT in"
"790","4.321029","host","2.4.2","USB","27","URB_INTERRUPT in"
"791","4.329010","2.4.2","host","USB","36","URB_INTERRUPT in"
"792","4.329038","host","2.4.2","USB","27","URB_INTERRUPT in"
"793","4.336008","2.4.2","host","USB","36","URB_INTERRUPT in"
"794","4.336031","host","2.4.2","USB","27","URB_INTERRUPT in"
"795","4.344005","2.4.2","host","USB","36","URB_INTERRUPT in"
"796","4.344068","host","2.4.2","USB","27","URB_INTERRUPT in"
"797","4.351004","2.4.2","host","USB","36","URB_INTERRUPT in"
"798","4.351023","host","2.4.2","USB","27","URB_INTERRUPT in"
"799","4.359007","2.4.2","host","USB","36","URB_INTERRUPT in"
"800","4.359024","host","2.4.2","USB","27","URB_INTERRUPT in"
"801","4.366009","2.4.2","host","USB","36","URB_INTERRUPT in"
"802","4.366032","host","2.4.2","USB","27","URB_INTERRUPT in"
"803","4.374009","2.4.2","host","USB","36","URB_INTERRUPT in"
"804","4.374027","host","2.4.2","USB","27","URB_INTERRUPT in"
"805","4.381007","2.4.2","host","USB","36","URB_INTERRUPT in"
"806","4.381026","host","2.4.2","USB","27","URB_INTERRUPT in"
"807","4.389005","2.4.2","host","USB","36","URB_INTERRUPT in"
"808","4.389024","host","2.4.2","USB","27","URB_INTERRUPT in"
"809","4.396005","2.4.2","host","USB","36","URB_INTERRUPT in"
