"No.","Time","Source","Destination","Protocol","Length","Info"
"108","3.741289","2.2.1","host","USB","27","URB_FUNCTION_SYNC_RESET_PIPE_AND_CLEAR_STALL"
"109","3.741292","host","2.2.1","USB","27","URB_BULK in"
"110","3.741312","2.2.1","host","USBMS","40",""
"111","3.741328","host","2.2.2","USBMS","58","SCSI Mode Select(10) LUN: 0x00 "
"112","3.741345","2.2.2","host","USB","27","URB_BULK out"
"113","3.741347","host","2.2.2","USBMS","51",""
"114","3.741538","2.2.2","host","USB","27","URB_BULK out"
"115","3.741540","host","2.2.1","USB","27","URB_BULK in"
"116","3.741665","2.2.1","host","USBMS","40",""
"117","3.741666","host","2.2.2","USBMS","58","SCSI Request Sense LUN: 0x00 "
"118","3.741715","2.2.2","host","USB","27","URB_BULK out"
"119","3.741716","host","2.2.1","USB","27","URB_BULK in"
"120","3.741895","2.2.1","host","USBMS","45",""
"121","3.741897","host","2.2.1","USB","27","URB_BULK in"
"122","3.741945","2.2.1","host","USBMS","40",""
"123","3.741962","host","2.2.2","USBMS","58","SCSI Mode Select(10) LUN: 0x00 "
"124","3.741997","2.2.2","host","USB","27","URB_BULK out"
"125","3.741998","host","2.2.2","USBMS","51",""
"126","3.742050","2.2.2","host","USB","27","URB_BULK out"
"127","3.742051","host","2.2.1","USB","27","URB_BULK in"
"128","3.742292","2.2.1","host","USBMS","40",""
"129","3.742293","host","2.2.2","USBMS","58","SCSI Request Sense LUN: 0x00 "
"130","3.742342","2.2.2","host","USB","27","URB_BULK out"
"131","3.742343","host","2.2.1","USB","27","URB_BULK in"
"132","3.742537","2.2.1","host","USBMS","45",""
"133","3.742539","host","2.2.1","USB","27","URB_BULK in"
"134","3.742588","2.2.1","host","USBMS","40",""
"135","3.742728","host","2.2.2","USBMS","58","SCSI Read Capacity(10) LUN: 0x00 "
"136","3.742749","2.2.2","host","USB","27","URB_BULK out"
"137","3.742751","host","2.2.1","USB","27","URB_BULK in"
"138","3.742926","2.2.1","host","USBMS","35",""
"139","3.742928","host","2.2.1","USB","27","URB_BULK in"
"140","3.742983","2.2.1","host","USBMS","40",""
"141","3.742994","host","2.2.2","USBMS","58","SCSI Inquiry LUN: 0x00 "
"142","3.743039","2.2.2","host","USB","27","URB_BULK out"
"143","3.743041","host","2.2.1","USB","27","URB_BULK in"
"144","3.743148","2.2.1","host","USBMS","63","[SCSI transfer limited due to allocation_length too small]"
"145","3.743149","host","2.2.1","USB","27","URB_BULK in"
"146","3.743196","2.2.1","host","USBMS","40",""
"147","3.743486","host","2.2.2","USBMS","58","SCSI Read Capacity(10) LUN: 0x00 "
"148","3.743506","2.2.2","host","USB","27","URB_BULK out"
"149","3.743507","host","2.2.1","USB","27","URB_BULK in"
"150","3.743652","2.2.1","host","USBMS","35",""
"151","3.743653","host","2.2.1","USB","27","URB_BULK in"
"152","3.743696","2.2.1","host","USBMS","40",""
"153","3.743719","host","2.2.2","USBMS","58","SCSI Read Capacity(10) LUN: 0x00 "
"154","3.743757","2.2.2","host","USB","27","URB_BULK out"
"155","3.743758","host","2.2.1","USB","27","URB_BULK in"
"156","3.743882","2.2.1","host","USBMS","35",""
"157","3.743883","host","2.2.1","USB","27","URB_BULK in"
"158","3.743933","2.2.1","host","USBMS","40",""
"159","3.743949","host","2.2.2","USBMS","58","SCSI Read Capacity(10) LUN: 0x00 "
"160","3.743983","2.2.2","host","USB","27","URB_BULK out"
"161","3.743984","host","2.2.1","USB","27","URB_BULK in"
"162","3.744073","2.2.1","host","USBMS","35",""
"163","3.744074","host","2.2.1","USB","27","URB_BULK in"
"164","3.744125","2.2.1","host","USBMS","40",""
"165","3.744151","host","2.2.2","USBMS","58","SCSI Read(10) LUN: 0x00 512 bytes (1 blocks) at LBA: 0x00000000 "
"166","3.744170","2.2.2","host","USB","27","URB_BULK out"
"167","3.744171","host","2.2.1","USB","27","URB_BULK in"
"168","3.745436","2.2.1","host","USBMS","539",""
"169","3.745438","host","2.2.1","USB","27","URB_BULK in"
"170","3.745505","2.2.1","host","USBMS","40",""
"171","3.746055","host","2.2.2","USBMS","58","SCSI Read Capacity(10) LUN: 0x00 "
"172","3.746076","2.2.2","host","USB","27","URB_BULK out"
"173","3.746078","host","2.2.1","USB","27","URB_BULK in"
"174","3.750525","2.2.1","host","USBMS","35",""
"175","3.750538","host","2.2.1","USB","27","URB_BULK in"
"176","3.750583","2.2.1","host","USBMS","40",""
"177","3.750587","host","2.2.2","USBMS","58","SCSI Mode Sense(10) LUN: 0x00 "
"178","3.750635","2.2.2","host","USB","27","URB_BULK out"
"179","3.750636","host","2.2.1","USB","27","URB_BULK in"
"180","3.755063","2.2.1","host","USBMS","79",""
"181","3.755072","host","2.2.1","USB","27","URB_BULK in"
"182","3.755142","2.2.1","host","USB","27","URB_BULK in"
"183","3.755150","host","2.2.1","USB","27","URB_FUNCTION_SYNC_RESET_PIPE_AND_CLEAR_STALL"
"184","3.755343","2.2.1","host","USB","27","URB_FUNCTION_SYNC_RESET_PIPE_AND_CLEAR_STALL"
"185","3.755346","host","2.2.1","USB","27","URB_BULK in"
"186","3.755381","2.2.1","host","USBMS","40",""
"187","3.755385","host","2.2.2","USBMS","58","SCSI Read Capacity(10) LUN: 0x00 "
"188","3.755408","2.2.2","host","USB","27","URB_BULK out"
"189","3.755409","host","2.2.1","USB","27","URB_BULK in"
"190","3.759216","2.2.1","host","USBMS","35",""
"191","3.759227","host","2.2.1","USB","27","URB_BULK in"
"192","3.759262","2.2.1","host","USBMS","40",""
"193","3.759266","host","2.2.2","USBMS","58","SCSI Read Capacity(10) LUN: 0x00 "
"194","3.759313","2.2.2","host","USB","27","URB_BULK out"
"195","3.759314","host","2.2.1","USB","27","URB_BULK in"
"196","3.759558","2.2.1","host","USBMS","35",""
"197","3.759560","host","2.2.1","USB","27","URB_BULK in"
"198","3.759605","2.2.1","host","USBMS","40",""
"199","3.759608","host","2.2.2","USBMS","58","SCSI Test Unit Ready LUN: 0x00 "
"200","3.759653","2.2.2","host","USB","27","URB_BULK out"
"201","3.759654","host","2.2.1","USB","27","URB_BULK in"
"202","3.759761","2.2.1","host","USBMS","40",""
"203","3.759764","host","2.2.2","USBMS","58","SCSI Read(10) LUN: 0x00 512 bytes (1 blocks) at LBA: 0x00000000 "
"204","3.759809","2.2.2","host","USB","27","URB_BULK out"
"205","3.759810","host","2.2.1","USB","27","URB_BULK in"
"206","3.765971","2.2.1","host","USBMS","539",""
"207","3.765972","host","2.2.1","USB","27","URB_BULK in"
"208","3.766026","2.2.1","host","USBMS","40",""
"209","3.766030","host","2.2.2","USBMS","58","SCSI Read Capacity(10) LUN: 0x00 "
"210","3.766044","2.2.2","host","USB","27","URB_BULK out"
"211","3.766045","host","2.2.1","USB","27","URB_BULK in"
"212","3.771019","2.2.1","host","USBMS","35",""
"213","3.771020","host","2.2.1","USB","27","URB_BULK in"
"214","3.771071","2.2.1","host","USBMS","40",""
"215","3.771075","host","2.2.2","USBMS","58","SCSI Mode Sense(10) LUN: 0x00 "
"216","3.771119","2.2.2","host","USB","27","URB_BULK out"
"217","3.771121","host","2.2.1","USB","27","URB_BULK in"
"218","3.771912","2.2.1","host","USBMS","79",""
"219","3.771913","host","2.2.1","USB","27","URB_BULK in"
"220","3.771963","2.2.1","host","USB","27","URB_BULK in"
"221","3.771971","host","2.2.1","USB","27","URB_FUNCTION_SYNC_RESET_PIPE_AND_CLEAR_STALL"
"222","3.772212","2.2.1","host","USB","27","URB_FUNCTION_SYNC_RESET_PIPE_AND_CLEAR_STALL"
"223","3.772215","host","2.2.1","USB","27","URB_BULK in"
"224","3.772235","2.2.1","host","USBMS","40",""
"225","3.772239","host","2.2.2","USBMS","58","SCSI Read Capacity(10) LUN: 0x00 "
"226","3.772255","2.2.2","host","USB","27","URB_BULK out"
"227","3.772256","host","2.2.1","USB","27","URB_BULK in"
"228","3.772442","2.2.1","host","USBMS","35",""
"229","3.772444","host","2.2.1","USB","27","URB_BULK in"
"230","3.772490","2.2.1","host","USBMS","40",""
"231","3.772493","host","2.2.2","USBMS","58","SCSI Test Unit Ready LUN: 0x00 "
"232","3.772539","2.2.2","host","USB","27","URB_BULK out"
"233","3.772540","host","2.2.1","USB","27","URB_BULK in"
"234","3.772631","2.2.1","host","USBMS","40",""
"235","3.772634","host","2.2.2","USBMS","58","SCSI Read Capacity(10) LUN: 0x00 "
"236","3.772680","2.2.2","host","USB","27","URB_BULK out"
"237","3.772682","host","2.2.1","USB","27","URB_BULK in"
"238","3.772805","2.2.1","host","USBMS","35",""
"239","3.772807","host","2.2.1","USB","27","URB_BULK in"
"240","3.772855","2.2.1","host","USBMS","40",""
"241","3.772857","host","2.2.2","USBMS","58","SCSI Mode Sense(10) LUN: 0x00 "
"242","3.772903","2.2.2","host","USB","27","URB_BULK out"
"243","3.772904","host","2.2.1","USB","27","URB_BULK in"
"244","3.773012","2.2.1","host","USBMS","79",""
"245","3.773014","host","2.2.1","USB","27","URB_BULK in"
"246","3.773063","2.2.1","host","USB","27","URB_BULK in"
"247","3.773070","host","2.2.1","USB","27","URB_FUNCTION_SYNC_RESET_PIPE_AND_CLEAR_STALL"
"248","3.773336","2.2.1","host","USB","27","URB_FUNCTION_SYNC_RESET_PIPE_AND_CLEAR_STALL"
"249","3.773338","host","2.2.1","USB","27","URB_BULK in"
"250","3.773353","2.2.1","host","USBMS","40",""
"251","3.773356","host","2.2.2","USBMS","58","SCSI Read Capacity(10) LUN: 0x00 "
"252","3.773408","2.2.2","host","USB","27","URB_BULK out"
"253","3.773409","host","2.2.1","USB","27","URB_BULK in"
"254","3.773540","2.2.1","host","USBMS","35",""
"255","3.773541","host","2.2.1","USB","27","URB_BULK in"
"256","3.773592","2.2.1","host","USBMS","40",""
"257","3.773610","host","2.2.2","USBMS","58","SCSI Read(10) LUN: 0x00 512 bytes (1 blocks) at LBA: 0x00000002 "
"258","3.773640","2.2.2","host","USB","27","URB_BULK out"
"259","3.773641","host","2.2.1","USB","27","URB_BULK in"
"260","3.774305","2.2.1","host","USBMS","539",""
"261","3.774306","host","2.2.1","USB","27","URB_BULK in"
"262","3.774357","2.2.1","host","USBMS","40",""
"263","3.774656","host","2.2.2","USBMS","58","SCSI Test Unit Ready LUN: 0x00 "
"264","3.774677","2.2.2","host","USB","27","URB_BULK out"
"265","3.774678","host","2.2.1","USB","27","URB_BULK in"
"266","3.779761","2.2.1","host","USBMS","40",""
"267","3.779788","host","2.2.2","USBMS","58","SCSI Mode Sense(10) LUN: 0x00 "
"268","3.779807","2.2.2","host","USB","27","URB_BULK out"
"269","3.779809","host","2.2.1","USB","27","URB_BULK in"
"270","3.779972","2.2.1","host","USBMS","79",""
"271","3.779973","host","2.2.1","USB","27","URB_BULK in"
"272","3.780024","2.2.1","host","USB","27","URB_BULK in"
"273","3.780036","host","2.2.1","USB","27","URB_FUNCTION_SYNC_RESET_PIPE_AND_CLEAR_STALL"
"274","3.780214","2.2.1","host","USB","27","URB_FUNCTION_SYNC_RESET_PIPE_AND_CLEAR_STALL"
"275","3.780216","host","2.2.1","USB","27","URB_BULK in"
"276","3.780236","2.2.1","host","USBMS","40",""
"277","3.780240","host","2.2.2","USBMS","58","SCSI Mode Sense(10) LUN: 0x00 "
"278","3.780259","2.2.2","host","USB","27","URB_BULK out"
"279","3.780260","host","2.2.1","USB","27","URB_BULK in"
"280","3.780436","2.2.1","host","USBMS","79",""
"281","3.780437","host","2.2.1","USB","27","URB_BULK in"
"282","3.780485","2.2.1","host","USB","27","URB_BULK in"
"283","3.780493","host","2.2.1","USB","27","URB_FUNCTION_SYNC_RESET_PIPE_AND_CLEAR_STALL"
"284","3.780720","2.2.1","host","USB","27","URB_FUNCTION_SYNC_RESET_PIPE_AND_CLEAR_STALL"
"285","3.780722","host","2.2.1","USB","27","URB_BULK in"
"286","3.780759","2.2.1","host","USBMS","40",""
"287","3.780763","host","2.2.2","USBMS","58","SCSI Test Unit Ready LUN: 0x00 "
"288","3.780782","2.2.2","host","USB","27","URB_BULK out"
"289","3.780783","host","2.2.1","USB","27","URB_BULK in"
"290","3.780941","2.2.1","host","USBMS","40",""
"291","3.780944","host","2.2.2","USBMS","58","SCSI Test Unit Ready LUN: 0x00 "
"292","3.780956","2.2.2","host","USB","27","URB_BULK out"
"293","3.780957","host","2.2.1","USB","27","URB_BULK in"
"294","3.781100","2.2.1","host","USBMS","40",""
"295","3.781103","host","2.2.2","USBMS","58","SCSI Read Capacity(10) LUN: 0x00 "
"296","3.781142","2.2.2","host","USB","27","URB_BULK out"
"297","3.781143","host","2.2.1","USB","27","URB_BULK in"
"298","3.781257","2.2.1","host","USBMS","35",""
"299","3.781258","host","2.2.1","USB","27","URB_BULK in"
"300","3.781307","2.2.1","host","USBMS","40",""
"301","3.781311","host","2.2.2","USBMS","58","SCSI Read Capacity(10) LUN: 0x00 "
"302","3.781358","2.2.2","host","USB","27","URB_BULK out"
"303","3.781359","host","2.2.1","USB","27","URB_BULK in"
"304","3.781476","2.2.1","host","USBMS","35",""
"305","3.781477","host","2.2.1","USB","27","URB_BULK in"
"306","3.781504","2.2.1","host","USBMS","40",""
"307","3.781508","host","2.2.2","USBMS","58","SCSI Read Capacity(10) LUN: 0x00 "
"308","3.781553","2.2.2","host","USB","27","URB_BULK out"
"309","3.781554","host","2.2.1","USB","27","URB_BULK in"
"310","3.781685","2.2.1","host","USBMS","35",""
"311","3.781686","host","2.2.1","USB","27","URB_BULK in"
"312","3.781733","2.2.1","host","USBMS","40",""
"313","3.781735","host","2.2.2","USBMS","58","SCSI Read Capacity(10) LUN: 0x00 "
"314","3.781777","2.2.2","host","USB","27","URB_BULK out"
"315","3.781779","host","2.2.1","USB","27","URB_BULK in"
"316","3.781886","2.2.1","host","USBMS","35",""
"317","3.781888","host","2.2.1","USB","27","URB_BULK in"
"318","3.781931","2.2.1","host","USBMS","40",""
"319","3.781962","host","2.2.2","USBMS","58","SCSI Read(10) LUN: 0x00 512 bytes (1 blocks) at LBA: 0x00000000 "
"320","3.781982","2.2.2","host","USB","27","URB_BULK out"
"321","3.781983","host","2.2.1","USB","27","URB_BULK in"
"322","3.782982","2.2.1","host","USBMS","539",""
"323","3.782983","host","2.2.1","USB","27","URB_BULK in"
"324","3.783029","2.2.1","host","USBMS","40",""
"325","3.783032","host","2.2.2","USBMS","58","SCSI Read Capacity(10) LUN: 0x00 "
"326","3.783044","2.2.2","host","USB","27","URB_BULK out"
"327","3.783046","host","2.2.1","USB","27","URB_BULK in"
"328","3.787980","2.2.1","host","USBMS","35",""
"329","3.787981","host","2.2.1","USB","27","URB_BULK in"
"330","3.788028","2.2.1","host","USBMS","40",""
"331","3.788032","host","2.2.2","USBMS","58","SCSI Read Capacity(10) LUN: 0x00 "
"332","3.788082","2.2.2","host","USB","27","URB_BULK out"
"333","3.788083","host","2.2.1","USB","27","URB_BULK in"
"334","3.788200","2.2.1","host","USBMS","35",""
"335","3.788202","host","2.2.1","USB","27","URB_BULK in"
"336","3.788250","2.2.1","host","USBMS","40",""
"337","3.788253","host","2.2.2","USBMS","58","SCSI Mode Sense(10) LUN: 0x00 "
"338","3.788297","2.2.2","host","USB","27","URB_BULK out"
"339","3.788298","host","2.2.1","USB","27","URB_BULK in"
"340","3.788401","2.2.1","host","USBMS","79",""
"341","3.788402","host","2.2.1","USB","27","URB_BULK in"
"342","3.788451","2.2.1","host","USB","27","URB_BULK in"
"343","3.788458","host","2.2.1","USB","27","URB_FUNCTION_SYNC_RESET_PIPE_AND_CLEAR_STALL"
"344","3.788712","2.2.1","host","USB","27","URB_FUNCTION_SYNC_RESET_PIPE_AND_CLEAR_STALL"
"345","3.788715","host","2.2.1","USB","27","URB_BULK in"
"346","3.788741","2.2.1","host","USBMS","40",""
"347","3.788745","host","2.2.2","USBMS","58","SCSI Read Capacity(10) LUN: 0x00 "
"348","3.788761","2.2.2","host","USB","27","URB_BULK out"
"349","3.788762","host","2.2.1","USB","27","URB_BULK in"
"350","3.788923","2.2.1","host","USBMS","35",""
"351","3.788925","host","2.2.1","USB","27","URB_BULK in"
"352","3.788971","2.2.1","host","USBMS","40",""
"353","3.789002","host","2.2.2","USBMS","58","SCSI Read Capacity(10) LUN: 0x00 "
"354","3.789021","2.2.2","host","USB","27","URB_BULK out"
"355","3.789022","host","2.2.1","USB","27","URB_BULK in"
"356","3.789147","2.2.1","host","USBMS","35",""
"357","3.789148","host","2.2.1","USB","27","URB_BULK in"
"358","3.789194","2.2.1","host","USBMS","40",""
"359","3.789217","host","2.2.2","USBMS","58","SCSI Read(10) LUN: 0x00 512 bytes (1 blocks) at LBA: 0x00000000 "
"360","3.789244","2.2.2","host","USB","27","URB_BULK out"
"361","3.789245","host","2.2.1","USB","27","URB_BULK in"
"362","3.793573","2.2.1","host","USBMS","539",""
"363","3.793574","host","2.2.1","USB","27","URB_BULK in"
"364","3.793592","2.2.1","host","USBMS","40",""
"365","3.793680","host","2.2.2","USBMS","58","SCSI Read(10) LUN: 0x00 8192 bytes (16 blocks) at LBA: 0x000008b8 "
"366","3.793699","2.2.2","host","USB","27","URB_BULK out"
"367","3.793700","host","2.2.1","USB","27","URB_BULK in"
"368","3.796917","2.2.1","host","USBMS","8219",""
"369","3.796919","host","2.2.1","USB","27","URB_BULK in"
"370","3.796934","2.2.1","host","USBMS","40",""
"371","3.798192","host","2.2.2","USBMS","58","SCSI Test Unit Ready LUN: 0x00 "
"372","3.798214","2.2.2","host","USB","27","URB_BULK out"
"373","3.798215","host","2.2.1","USB","27","URB_BULK in"
"374","3.802018","2.2.1","host","USBMS","40",""
"375","3.803548","host","2.2.2","USBMS","58","SCSI Read Capacity(10) LUN: 0x00 "
"376","3.803570","2.2.2","host","USB","27","URB_BULK out"
"377","3.803571","host","2.2.1","USB","27","URB_BULK in"
"378","3.803708","2.2.1","host","USBMS","35",""
"379","3.803709","host","2.2.1","USB","27","URB_BULK in"
"380","3.803758","2.2.1","host","USBMS","40",""
"381","3.803772","host","2.2.2","USBMS","58","SCSI Read Capacity(10) LUN: 0x00 "
"382","3.803807","2.2.2","host","USB","27","URB_BULK out"
"383","3.803808","host","2.2.1","USB","27","URB_BULK in"
"384","3.803944","2.2.1","host","USBMS","35",""
"385","3.803945","host","2.2.1","USB","27","URB_BULK in"
"386","3.803995","2.2.1","host","USBMS","40",""
"387","3.804069","host","2.2.2","USBMS","58","SCSI Read(10) LUN: 0x00 512 bytes (1 blocks) at LBA: 0x00000000 "
"388","3.804089","2.2.2","host","USB","27","URB_BULK out"
"389","3.804090","host","2.2.1","USB","27","URB_BULK in"
"390","3.805039","2.2.1","host","USBMS","539",""
"391","3.805041","host","2.2.1","USB","27","URB_BULK in"
"392","3.805086","2.2.1","host","USBMS","40",""
"393","3.805343","host","2.2.2","USBMS","58","SCSI Read Capacity(10) LUN: 0x00 "
"394","3.805369","2.2.2","host","USB","27","URB_BULK out"
"395","3.805370","host","2.2.1","USB","27","URB_BULK in"
"396","3.810259","2.2.1","host","USBMS","35",""
"397","3.810261","host","2.2.1","USB","27","URB_BULK in"
"398","3.810315","2.2.1","host","USBMS","40",""
"399","3.810360","host","2.2.2","USBMS","58","SCSI Read Capacity(10) LUN: 0x00 "
"400","3.810386","2.2.2","host","USB","27","URB_BULK out"
"401","3.810387","host","2.2.1","USB","27","URB_BULK in"
"402","3.810515","2.2.1","host","USBMS","35",""
"403","3.810516","host","2.2.1","USB","27","URB_BULK in"
"404","3.810563","2.2.1","host","USBMS","40",""
"405","3.810600","host","2.2.2","USBMS","58","SCSI Read(10) LUN: 0x00 512 bytes (1 blocks) at LBA: 0x000008b8 "
"406","3.810620","2.2.2","host","USB","27","URB_BULK out"
"407","3.810622","host","2.2.1","USB","27","URB_BULK in"
"408","3.811595","2.2.1","host","USBMS","539",""
"409","3.811596","host","2.2.1","USB","27","URB_BULK in"
"410","3.811701","2.2.1","host","USBMS","40",""
